REC_ART;ONRP;BFSNR;PLZ_TYP;POSTLEITZAHL;PLZ_ZZ;GPLZ;ORTBEZ18;ORTBEZ27;KANTON;SPRACHCODE;SPRACHCODE_ ABW;BRIEFZ_DURCH;GILT_AB_DAT;PLZ_BRIEFZUST;PLZ_COFF;Geo Shape;Geokoordinaten
1;6291;1061;40;6007;0;6000;Luzern;Luzern;LU;1;;4393;1996-04-11;801000;;;
1;6351;4921;20;9503;2;9503;Lanterswil;Lanterswil;TG;1;;5446;1997-03-05;956200;J;;
1;6355;5707;80;1279;1;1279;Chavannes-Bogis LS;Chavannes-de-Bogis OLS;VD;2;;523;1995-03-06;129700;;;
1;6360;1503;20;6383;3;6383;Wiesenberg;Wiesenberg;NW;1;;8207;1995-02-22;637460;J;;
1;6381;66;80;8152;60;8152;Glattbrugg Zust;Glattbrugg Zustellung;ZH;1;;6381;2003-07-01;815260;;;
1;6415;1402;30;6391;0;6390;Engelberg;Engelberg;OW;1;;6415;1994-06-02;639100;;;
1;6419;1509;30;6371;0;6371;Stans;Stans;NW;1;;6419;1996-08-06;637100;;;
1;6428;3341;20;8725;2;8725;Gebertingen;Gebertingen;SG;1;;5000;1994-09-05;871600;J;;
1;6433;3271;30;9471;1;9470;Buchs SG 1;Buchs SG 1;SG;1;;6433;1996-08-06;947101;;;
1;6435;3271;30;9471;3;9470;Buchs SG 3;Buchs SG 3;SG;1;;6435;1996-08-05;947103;;;
1;6437;5724;30;1260;1;1260;Nyon 1;Nyon 1;VD;2;;6437;1994-10-14;126001;;;
1;6438;5822;80;1530;75;1530;Payerne Caserne;Payerne Caserne;VD;2;;726;2003-01-01;153200;;;
1;6439;242;80;8903;75;8903;Birmensdorf ZH Kas;Birmensdorf ZH Kaserne;ZH;1;;7226;2003-01-01;890360;;;
1;6440;53;80;8180;75;8180;Bülach Kaserne;Bülach Kaserne;ZH;1;;7228;2003-01-01;818060;;;
1;6441;191;80;8600;75;8600;Dübendorf Kaserne;Dübendorf Kaserne;ZH;1;;4508;2003-01-01;811700;;;
1;6442;4566;80;8500;75;8500;Frauenfeld Kaserne;Frauenfeld Kaserne;TG;1;;4808;2003-01-01;850060;;;
1;6447;4063;80;5620;2;5620;Bremgarten AG West;Bremgarten AG West;AG;1;;6449;1996-03-26;562001;;;
1;6486;6711;80;2800;76;2800;Delémont car post;Delémont car postal JU-NE;JU;2;;1554;1996-09-13;280060;;;
1;6496;6621;40;1211;70;1200;Genève 70;Genève 70;GE;2;;381;1995-02-27;121102;;;
1;6498;2601;40;4509;0;4500;Solothurn;Solothurn;SO;1;;2716;1996-09-12;450060;;;
1;6509;1407;80;6060;1;6060;Sarnen 1;Sarnen 1;OW;1;;6418;2011-03-01;606100;;;
1;6516;6623;30;1211;5;1200;Genève 5;Genève 5;GE;2;;6516;1998-03-02;121105;;;
1;6524;2701;80;4000;76;4000;Basel Postauto;Basel Postauto Nordwestschw;BS;1;;2439;1996-03-14;400060;;;
1;6556;1002;80;6161;0;6161;Entlebuch Versand;Entlebuch Versandzentrum;LU;1;;8301;1996-01-18;616260;;;
1;6560;5317;10;6677;1;6677;Aurigeno;Aurigeno;TI;3;;3670;1996-08-06;667000;J;;
1;6561;3443;30;9201;0;9200;Gossau SG;Gossau SG;SG;1;;6561;1996-06-10;920100;;;
1;6572;351;40;3050;0;3050;Bern Swisscom;Bern Swisscom;BE;1;;2789;1997-09-19;460060;;;
1;6573;5196;80;6900;8;6900;Lugano 8;Lugano 8;TI;3;;5690;2003-02-01;690800;;;
1;6590;2964;30;8260;1;8260;Stein am Rhein 1;Stein am Rhein 1;SH;1;;6590;1996-09-20;826001;;;
1;6603;6416;80;2013;75;2013;Colombier NE Cas;Colombier NE Caserne;NE;2;;7651;2003-01-01;201360;;;
1;6604;2096;80;1680;75;1680;Romont Caserne;Romont Caserne;FR;2;;7663;2003-01-01;168060;;;
1;6605;1024;80;6032;75;6032;Emmen Kaserne;Emmen Kaserne;LU;1;;7204;2003-01-01;602060;;;
1;6622;6800;80;2900;75;2900;Porrentruy Caserne;Porrentruy Caserne;JU;2;;1605;2003-01-01;290060;;;
1;6624;1322;20;8640;3;8640;Hurden;Hurden;SZ;1;;4981;1999-11-22;864060;J;;
1;6629;2125;80;1630;2;1630;Bulle 2;Bulle 2;FR;2;;7403;1997-02-12;163060;;;
1;6632;1201;30;6460;3;6460;Altdorf UR 2;Altdorf UR 2;UR;1;;6632;1996-12-16;646003;;;
1;6669;5841;10;1660;4;1660;La Lécherette;La Lécherette;VD;2;;1088;1998-08-18;166000;J;;
1;6788;770;20;3632;3;3632;Oberstocken;Oberstocken;BE;1;;2101;1998-08-20;360060;J;;
1;7007;5590;20;1068;0;1068;Les Monts-de-Pully;Les Monts-de-Pully;VD;2;;130;1998-06-23;100060;J;;
1;7008;6458;40;2010;0;2010;Neuchâtel OFS;Neuchâtel OFS;NE;2;;7008;1997-07-28;201000;;;
1;7102;371;80;2510;0;2510;Biel/Bienne DistBa;Biel/Bienne Dist Ba;BE;1;2;7102;1998-11-23;251000;;;
1;7111;2939;80;8210;70;8200;Schaffhausen DistB;Schaffhausen Dist Ba;SH;1;;7111;2001-07-01;821070;;;
1;7163;6613;80;1225;60;1225;Chêne-Bourg Dist;Chêne-Bourg Distribution;GE;2;;7163;2003-11-01;122560;;;
1;7164;5721;80;1196;60;1196;Gland Distribution;Gland Distribution;VD;2;;7164;2003-10-01;119660;;;
1;7165;6623;80;1218;60;1218;Grand-Saconnex D;Grand-Saconnex Distribution;GE;2;;7165;2003-11-01;121860;;;
1;7167;6643;80;1219;60;1219;Le Lignon Dist;Le Lignon Distribution;GE;2;;7167;2003-11-01;121960;;;
1;7168;6630;80;1217;60;1217;Meyrin Dist;Meyrin Distribution;GE;2;;7168;2003-11-01;121760;;;
1;7177;2787;80;4242;60;4242;Laufen Zustellung;Laufen Zustellung;BL;1;;7177;2003-05-01;424260;;;
1;7178;2770;80;4132;60;4132;Muttenz 1 Zust;Muttenz 1 Zustellung;BL;1;;7178;2003-05-01;413260;;;
1;7184;2773;80;4153;60;4153;Reinach BL Zust;Reinach BL Zustellung;BL;1;;7184;2003-05-01;415360;;;
1;7189;4201;80;5600;60;5600;Lenzburg Zust;Lenzburg Zustellung;AG;1;;7189;2003-07-01;560060;;;
1;7197;4082;80;5610;60;5610;Wohlen AG 1 Zust;Wohlen AG 1 Zustellung;AG;1;;7197;2003-07-01;561060;;;
1;7212;1061;80;6015;60;6015;Luzern R'bühl Zust;Luzern Reussbühl Zustellung;LU;1;;7212;2003-11-01;601560;;;
1;7214;1372;80;6430;60;6430;Schwyz Zust;Schwyz Zustellung;SZ;1;;7214;2002-05-01;643060;;;
1;7217;1103;80;6210;60;6210;Sursee Zust;Sursee Zustellung;LU;1;;7217;2003-07-01;621060;;;
1;7223;4461;80;8580;60;8580;Amriswil Zust;Amriswil Zustellung;TG;1;;7223;2003-09-01;858060;;;
1;7227;4471;80;9220;60;9220;Bischofszell Zust;Bischofszell Zustellung;TG;1;;7227;2003-05-01;922060;;;
1;7228;53;80;8180;60;8180;Bülach Zust;Bülach Zustellung;ZH;1;;7228;2003-05-01;818060;;;
1;7229;86;80;8157;60;8157;Dielsdorf Zust;Dielsdorf Zustellung;ZH;1;;7229;2003-07-01;815760;;;
1;7234;56;80;8424;60;8424;Embrach Zustellung;Embrach Zustellung;ZH;1;;7234;2003-10-01;842460;;;
1;7247;156;80;8706;60;8706;Meilen Zust;Meilen Zustellung;ZH;1;;7247;2003-10-01;870660;;;
1;7249;6248;80;3960;60;3960;Sierre Dist;Sierre Distribution;VS;2;;7249;2003-08-01;396060;;;
1;7257;6253;80;3963;60;3963;C.-Montana 1 Dist;Crans-Montana 1 Dist;VS;2;;7257;2003-06-01;396360;;;
1;7260;861;80;3123;60;3123;Belp Zustellung;Belp Zustellung;BE;1;;7260;2003-04-01;312360;;;
1;7263;4436;80;8590;60;8590;Romanshorn Zust;Romanshorn Zustellung;TG;1;;7263;2003-03-01;859060;;;
1;7279;954;80;4950;60;4950;Huttwil Zustellung;Huttwil Zustellung;BE;1;;7279;2003-07-01;495060;;;
1;7281;581;80;3800;60;3800;Interlaken Zust;Interlaken Zustellung;BE;1;;7281;2003-09-01;380060;;;
1;7290;230;80;8406;60;8406;Winterthur 6 Zust;Winterthur 6 Zustellung;ZH;1;;7290;2003-11-01;840660;;;
1;7296;329;80;4900;60;4900;Langenthal 1 Zust;Langenthal 1 Zustellung;BE;1;;7296;2003-03-01;490060;;;
1;7303;261;80;8050;60;8050;Zürich 50 Zust;Zürich 50 Zustellung;ZH;1;;7303;1999-04-15;805060;;;
1;7310;3001;80;9100;60;9100;Herisau 1 Zust;Herisau 1 Zustellung;AR;1;;7310;2003-09-01;910060;;;
1;7328;551;80;3322;60;3322;Urtenen-S Zust;Urtenen-Schönbühl Zust;BE;1;;7328;2003-10-01;332260;;;
1;7336;117;80;8340;60;8340;Hinwil Zustellung;Hinwil Zustellung;ZH;1;;7336;2003-03-01;834060;;;
1;7341;3443;80;9200;60;9200;Gossau SG 1 Zust;Gossau SG 1 Zustellung;SG;1;;7341;2003-07-01;920060;;;
1;7351;2762;80;4123;60;4123;Allschwil Zust;Allschwil Zustellung;BL;1;;7351;2003-10-01;412360;;;
1;7374;3276;20;9476;2;9476;Fontnas;Fontnas;SG;1;;5384;1998-09-22;947500;J;;
1;7376;1061;40;6000;30;6000;Luzern 30 AAL;Luzern 30 AAL;LU;1;;3215;1997-12-15;600202;;;
1;7378;4005;10;5018;0;5018;Erlinsbach;Erlinsbach;AG;1;;2917;1998-08-17;500060;J;;
1;7386;6711;80;2800;70;2800;Delémont Dist Ba;Delémont Dist Ba;JU;2;;7386;1999-06-30;280070;;;
1;7404;902;80;3550;60;3550;Langnau i. E. Zust;Langnau i. E. Zustellung;BE;1;;7404;2003-07-01;355060;;;
1;7431;2402;80;4620;0;4620;Härkingen PZ;Härkingen Paketzentrum;SO;1;;2804;1998-10-30;462200;;;
1;7432;2402;80;4620;70;4620;Härkingen Dist Ba;Härkingen Dist Ba;SO;1;;7432;1998-11-23;462070;;;
1;7433;53;80;8183;0;8183;Bülach Dist Ba;Bülach Dist Ba;ZH;1;;7433;1998-11-23;818300;;;
1;7437;117;80;8343;0;8343;Hinwil Dist Ba;Hinwil Dist Ba;ZH;1;;7437;1998-11-23;834300;;;
1;7445;4921;20;9565;2;9565;Oberbussnang;Oberbussnang;TG;1;;7282;1998-09-10;857060;J;;
1;7446;6784;20;2950;2;2950;Courtemautruy;Courtemautruy;JU;2;;1601;1999-11-22;295000;J;;
1;7484;5721;80;1196;70;1196;Gland Dist Fil;Gland Dist Fil;VD;2;;7484;1999-04-06;119670;;;
1;7485;4229;20;5624;2;5624;Waldhäusern AG;Waldhäusern AG;AG;1;;3122;1998-12-03;562300;J;;
1;7487;351;40;3000;65;3000;Bern 65;Bern 65 SBB;BE;1;;9859;1998-12-04;301762;;;
1;7530;6135;20;1912;4;1912;Dugny (Leytron);Dugny (Leytron);VS;2;;1158;1999-02-08;191200;J;;
1;7545;6033;20;1945;6;1945;Rive Haute(Liddes);Rive Haute (Liddes);VS;2;;1198;1999-02-08;193700;J;;
1;7549;6033;20;1945;10;1945;Palasuit (Liddes);Palasuit (Liddes);VS;2;;1198;1999-02-08;193700;J;;
1;7550;6033;20;1945;11;1945;Chez Petit(Liddes);Chez Petit (Liddes);VS;2;;1198;1999-02-08;193700;J;;
1;7555;6037;20;1947;5;1947;Champsec;Champsec;VS;2;;8355;1999-02-08;193460;J;;
1;7560;6022;20;1955;3;1955;Némiaz (Chamoson);Némiaz (Chamoson);VS;2;;8021;1999-02-09;196460;J;;
1;7561;6022;20;1955;4;1955;Grugnay (Chamoson);Grugnay (Chamoson);VS;2;;8021;1999-02-09;196460;J;;
1;7567;6082;20;1966;2;1966;Fortunau (Ayent);Fortunau (Ayent);VS;2;;7574;1999-02-09;196609;J;;
1;7570;6082;20;1966;5;1966;Saxonne (Ayent);Saxonne (Ayent);VS;2;;7574;1999-02-09;196609;J;;
1;7574;6082;20;1966;9;1966;Blignou (Ayent);Blignou (Ayent);VS;2;;7574;1999-05-15;196609;J;;
1;7578;6087;20;1969;4;1969;Suen (St-Martin);Suen (St-Martin);VS;2;;1250;1999-02-09;198300;J;;
1;7580;6083;20;1983;2;1983;Lanna;Lanna;VS;2;;1250;1999-02-09;198300;J;;
1;7581;6266;20;1991;2;1991;Arvillard (Salins);Arvillard (Salins);VS;2;;1203;1999-02-09;195060;J;;
1;7582;6266;20;1991;3;1991;Pravidondaz;Pravidondaz (Salins);VS;2;;1203;1999-02-09;195060;J;;
1;7586;6024;20;1996;7;1996;Brignon (Nendaz);Brignon (Nendaz);VS;2;;1237;1999-02-09;199700;J;;
1;7608;6266;20;1992;2;1992;La Vernaz;La Vernaz (Les Agettes);VS;2;;1203;1999-02-18;195060;J;;
1;7609;6266;20;1992;3;1992;Crête-à-l'Oeil;Crête-à-l'Oeil(Les Agettes);VS;2;;1203;1999-02-18;195060;J;;
1;7611;6024;20;1996;2;1996;Bieudron (Nendaz);Bieudron (Nendaz);VS;2;;1237;1999-02-18;199700;J;;
1;7651;6416;80;2013;60;2013;Colombier NE Dist;Colombier NE Distribution;NE;2;;7651;2003-06-01;201360;;;
1;7660;5451;80;1580;60;1580;Avenches Dist;Avenches Distribution;VD;2;;7660;2003-06-01;158060;;;
1;7661;5678;80;1510;60;1510;Moudon Dist;Moudon Distribution;VD;2;;7661;2003-10-01;151060;;;
1;7667;6607;80;1233;60;1233;Bernex Dist;Bernex Distribution;GE;2;;7667;2003-10-01;123360;;;
1;7670;5518;80;1040;60;1040;Echallens Dist;Echallens Distribution;VD;2;;7670;2003-10-01;104060;;;
1;7671;855;80;3150;60;3150;Schwarzenburg Zust;Schwarzenburg Zustellung;BE;1;;7671;2003-06-01;315060;;;
1;7674;383;80;3294;60;3294;Büren a.A. Zust;Büren an der Aare Zust;BE;1;;7674;2003-07-17;329460;;;
1;7677;785;80;3860;60;3860;Meiringen Zust;Meiringen Zustellung;BE;1;;7677;2003-10-01;386060;;;
1;7682;4271;80;4663;60;4663;Aarburg Zust;Aarburg Zustellung;AG;1;;7682;2003-09-01;466360;;;
1;7685;4010;80;5036;60;5036;Oberentfelden Zust;Oberentfelden Zustellung;AG;1;;7685;2003-05-01;503660;;;
1;7691;1107;80;6110;60;6110;Wolhusen Zust;Wolhusen Zustellung;LU;1;;7691;2003-04-01;611060;;;
1;7693;1709;80;6314;60;6314;Unterägeri Zust;Unterägeri Zustellung;ZG;1;;7693;2003-07-01;631460;;;
1;7700;3339;80;8730;60;8730;Uznach Zustellung;Uznach Zustellung;SG;1;;7700;2003-10-01;873060;;;
1;7708;3408;80;9240;60;9240;Uzwil Zustellung;Uzwil Zustellung;SG;1;;7708;2003-07-01;924060;;;
1;7709;3379;80;9630;60;9630;Wattwil Zust;Wattwil Zustellung;SG;1;;7709;2003-07-01;963060;;;
1;7719;3722;80;7013;60;7013;Domat/Ems Zust;Domat/Ems Zustellung;GR;1;;7719;2003-10-01;701360;;;
1;7720;3955;80;7302;60;7302;Landquart Zust;Landquart Zustellung;GR;1;;7720;2003-04-01;730260;;;
1;7721;3296;80;7320;60;7320;Sargans Zustellung;Sargans Zustellung;SG;1;;7721;2003-09-01;732060;;;
1;7723;3293;80;8887;60;8887;Mels Zustellung;Mels Zustellung;SG;1;;7723;2003-10-01;888760;;;
1;7724;3292;80;8890;60;8890;Flums Zustellung;Flums Zustellung;SG;1;;7724;2003-10-01;889060;;;
1;7741;6616;80;1222;60;1222;Vésenaz Dist;Vésenaz Distribution;GE;2;;7741;2003-06-01;122260;;;
1;7762;2284;20;1787;1;1787;Mur (Vully) FR;Mur (Vully) FR;FR;2;;1039;2000-02-14;178600;J;;
1;7791;4566;80;8540;0;8540;Frauenfeld CIRCLE;Frauenfeld CIRCLE;TG;1;;4808;2003-07-01;850060;;;
1;7795;5480;80;1330;0;1330;Daillens CALL;Daillens CALL;VD;2;;9490;2003-07-01;130560;;;
1;7800;1059;80;6010;3;6010;Kriens 2 Sternmatt;Kriens 2 Sternmatt;LU;1;;7209;2000-09-11;601060;;;
1;7822;6077;30;3989;1;3989;Grafschaft;Grafschaft;VS;1;;7822;2000-11-01;398901;;;
1;7845;6413;20;2149;2;2149;Fretereules;Fretereules;NE;2;;1336;2001-05-08;210800;J;;
1;7904;2321;20;1617;2;1617;Tatroz;Tatroz;FR;2;;8038;2002-01-01;161860;J;;
1;7949;5613;20;1096;2;1096;Villette (Lavaux);Villette (Lavaux);VD;2;;7649;2002-05-01;109560;J;;
1;7952;1503;20;6383;4;6383;Wirzweli;Wirzweli;NW;1;;8207;2002-06-01;637460;J;;
1;7960;441;20;2616;2;2616;La Cibourg;La Cibourg;BE;2;;7658;2002-09-01;261060;J;;
1;7964;4951;20;8556;4;8556;Lamperswil TG;Lamperswil TG;TG;1;;4857;2002-12-01;855500;J;;
1;8000;6240;30;3963;2;3963;Crans-Montana 2;Crans-Montana 2;VS;2;;8000;2003-06-01;396302;;;
1;8003;4545;80;8253;60;8253;Diessenhofen Zust;Diessenhofen Zustellung;TG;1;;8003;2003-07-01;825360;;;
1;8004;6753;20;2338;2;2338;Muriaux;Muriaux;JU;2;;9046;2003-07-01;234060;J;;
1;8011;1373;80;6422;60;6422;Steinen Zustellung;Steinen Zustellung;SZ;1;;8011;2003-09-01;642260;;;
1;8016;792;80;3775;60;3775;Lenk i. S. Zust;Lenk i. S. Zustellung;BE;1;;8016;2003-09-01;377560;;;
1;8021;6023;80;1964;60;1964;Conthey Dist;Conthey Distribution;VS;2;;8021;2003-10-01;196460;;;
1;8036;2701;80;4035;0;4035;Basel;Basel 35 Bäumlihof;BS;1;;2439;2004-01-01;400060;;;
1;8038;2325;80;1618;60;1618;Châtel-Denis Dist;Châtel-St-Denis Dist;FR;2;;8038;2004-01-01;161860;;;
1;8040;6265;80;1965;60;1965;Savièse Dist;Savièse Distribution;VS;2;;8040;2004-01-01;196560;;;
1;8105;2701;40;4089;0;4000;Basel;Basel SPILOG;BS;1;;2452;2004-04-01;400202;;;
1;8106;4781;80;9545;60;9545;Wängi Zustellung;Wängi Zustellung;TG;1;;8106;2004-12-01;954560;;;
1;8108;3401;80;9113;60;9113;Degersheim Zust;Degersheim Zustellung;SG;1;;8108;2004-04-01;911360;;;
1;8110;1631;80;8762;60;8762;Schwanden GL Zust;Schwanden GL Zustellung;GL;1;;8110;2004-04-01;876260;;;
1;8127;4691;20;8596;1;8596;Münsterlingen;Münsterlingen;TG;1;;4934;2004-05-01;859500;J;;
1;8130;3393;20;9604;2;9604;Unterrindal;Unterrindal;SG;1;;5457;2004-06-01;960600;J;;
1;8173;6181;20;3983;5;3983;Greich;Greich;VS;1;;5495;2004-09-01;390060;J;;
1;8189;901;80;3537;60;3537;Eggiwil Zustellung;Eggiwil Zustellung;BE;1;;8189;2004-10-01;353760;;;
1;8193;576;80;3818;60;3818;Grindelwald Zust;Grindelwald Zustellung;BE;1;;8193;2004-10-01;381860;;;
1;8199;4065;80;5605;60;5605;Dottikon Zust;Dottikon Zustellung;AG;1;;8199;2004-10-01;560560;;;
1;8200;4209;80;5703;60;5703;Seon Zustellung;Seon Zustellung;AG;1;;8200;2004-10-01;570360;;;
1;8203;1065;80;6037;60;6037;Root Zustellung;Root Zustellung;LU;1;;8203;2004-10-01;603760;;;
1;8207;1502;80;6374;60;6374;Buochs Zustellung;Buochs Zustellung;NW;1;;8207;2004-10-01;637460;;;
1;8210;363;80;3071;70;3071;Ostermundign RPZ J;Ostermundigen RPZ J;BE;1;;8210;2004-10-01;307170;;;
1;8233;7005;80;9494;60;9494;Schaan Zustellung;Schaan Zustellung;FL;1;;8233;2004-11-01;949460;;;
1;8299;2309;80;3175;60;3175;Flamatt Zustellung;Flamatt Zustellung;FR;1;;8299;2005-01-01;317560;;;
1;8300;1098;80;6017;60;6017;Ruswil Zustellung;Ruswil Zustellung;LU;1;;8300;2005-01-01;601760;;;
1;8303;1010;80;6182;60;6182;Escholzmatt Zust;Escholzmatt Zustellung;LU;1;;8303;2005-01-01;618260;;;
1;8308;297;80;8494;60;8494;Bauma Zustellung;Bauma Zustellung;ZH;1;;8308;2005-02-01;849460;;;
1;8316;1102;80;6204;2;6204;Sempach Stadt;Sempach Stadt;LU;1;;3342;2005-03-01;620300;;;
1;8346;7005;40;9489;0;9489;Schaan Log;Schaan Log;FL;1;;8233;2005-05-01;949460;;;
1;8365;5805;80;1607;60;1607;Palézieux Dist;Palézieux Distribution;VD;2;;8365;2005-07-01;160760;;;
1;8399;2235;20;1782;6;1782;Formangueires;Formangueires;FR;2;;926;2006-01-01;170060;J;;
1;8423;3790;20;7513;2;7513;Silvaplana-Surlej;Silvaplana-Surlej;GR;1;;7725;2006-06-01;750360;J;;
1;8440;2701;40;4089;73;4000;Basel SPI GLS;Basel SPI GLS Retour;BS;1;;2452;2006-05-01;400202;;;
1;8442;4048;20;8109;0;8109;Kloster Fahr;Kloster Fahr;AG;1;;7267;2006-06-01;895260;J;;
1;8445;5586;40;1019;0;1019;Lausanne;Lausanne Services spéciaux;VD;2;;130;2006-08-01;100060;;;
1;8454;1701;80;6346;70;6346;Baar 3 Dist Ba;Baar 3 Dist Ba;ZG;1;;8454;2006-08-01;634670;;;
1;8458;355;40;3085;0;3085;Wabern Weihnachten;Wabern 2 x Weihnachten;BE;1;;1785;2006-10-01;308400;;;
1;8461;247;80;8952;55;8952;Schlieren DS;Schlieren DocumentServices;ZH;1;;7267;2006-12-01;895260;;;
1;8464;351;80;3050;55;3050;Bern DS;Bern DocumentServices;BE;1;;9859;2006-12-01;301762;;;
1;8468;1059;80;6010;50;6010;Kriens LZB;Kriens Logistikzentrum;LU;1;;8468;2011-03-01;601050;;;
1;8469;5003;80;6590;50;6590;Cadenazzo (CLL);Cadenazzo Centro logistico;TI;3;;8469;2008-02-01;659050;;;
1;8472;3443;80;9200;50;9200;Gossau SG LZB;Gossau SG Logistikzentrum;SG;1;;8472;2008-02-01;920050;;;
1;8477;5486;20;1148;9;1148;La Coudre;La Coudre;VD;2;;290;2007-01-01;114300;J;;
1;8807;230;20;8352;2;8352;Ricketwil;Ricketwil (Winterthur);ZH;1;;4695;2007-09-01;840060;J;;
1;8809;2831;80;4133;89;4133;Pratteln SPI;Pratteln SPI Logistics;BL;1;;7178;2007-09-01;413260;;;
1;8810;1703;20;6333;0;6333;Hünenberg See;Hünenberg See;ZG;1;;8452;2007-09-01;633160;J;;
1;8816;2402;80;4621;59;4621;Härkingen SPS AG;Härkingen SPS AG;SO;1;;8816;2007-10-01;462159;;;
1;8822;4289;40;4809;1;4800;Zofingen PF UBS;Zofingen PF UBS Verarb.;AG;1;;4393;2007-11-01;801000;;;
1;8823;1065;80;6039;5;6037;Root Längenbold SH;Root Längenbold SH;LU;1;;8203;2007-11-01;603760;;;
1;8833;298;20;8543;2;8543;Kefikon ZH;Kefikon ZH;ZH;1;;4808;2008-01-01;850060;J;;
1;8841;214;20;8471;4;8471;Berg (Dägerlen);Berg (Dägerlen);ZH;1;;8113;2008-02-01;847260;J;;
1;8845;3204;30;9301;0;9301;Wittenbach;Wittenbach;SG;1;;8845;2008-03-01;930100;;;
1;8889;5482;80;1300;67;1300;Eclépens CC Dépôt;Eclépens CC Dépôt;VD;2;;8462;2008-04-01;130050;;;
1;8893;5003;80;6511;0;6511;Cadenazzo SC;Cadenazzo Scanning-Center;TI;3;;4393;2008-05-01;801000;;;
1;8917;4239;20;5643;3;5643;Meienberg;Meienberg;AG;1;;3136;2008-08-01;564300;J;;
1;8936;2016;80;1532;70;1532;Fétigny Dist Fil;Fétigny Dist Fil;FR;2;;8936;2008-10-01;153270;;;
1;8939;2939;80;8200;48;8200;Schaffhausen PF;Schaffhausen PF;SH;1;;4562;2008-10-01;820060;;;
1;8971;351;80;3000;28;3000;Bern Brünnen;Bern Brünnen;BE;1;;8837;2008-11-01;301760;;;
1;8985;3101;20;9050;5;9050;Appenzell Meister.;Appenzell Meistersrüte;AI;1;;7309;2008-12-01;905060;J;;
1;8990;3102;20;9108;2;9108;Gontenbad;Gontenbad;AI;1;;7309;2008-12-01;905060;J;;
1;8992;3102;20;9108;3;9108;Jakobsbad;Jakobsbad;AI;1;;7309;2008-12-01;905060;J;;
1;9008;5113;80;6595;1;6595;Riazzino Dist;Riazzino Distribuzione;TI;3;;9008;2009-06-01;659501;;;
1;9009;5171;80;6987;1;6987;Caslano Dist;Caslano Distribuzione;TI;3;;9009;2009-06-01;698701;;;
1;9014;4032;80;5506;70;5506;Mägenwil Dist Ba;Mägenwil Dist Ba;AG;1;;9014;2009-05-01;550670;;;
1;9015;4032;80;5506;71;5506;Mägenwil GKA;Mägenwil GKA;AG;1;;3085;2009-05-01;550600;;;
1;9028;5750;20;1356;2;1356;La Russille;La Russille;VD;2;;7240;2009-07-01;135060;J;;
1;9029;296;80;8307;76;8307;Effretikon PAG;Effretikon PostAuto AG;ZH;1;;7233;2009-07-01;830760;;;
1;9030;3424;20;9245;2;9245;Sonnental;Sonnental;SG;1;;7708;2009-07-01;924060;J;;
1;9032;6608;80;1227;48;1227;Genève PF Fil Car;Genève PF Fil Carouge;GE;2;;7162;2009-08-01;122760;;;
1;9046;6754;80;2340;60;2340;Le Noirmont Dist;Le Noirmont Distribution;JU;2;;9046;2009-09-01;234060;;;
1;9055;1061;80;6000;2;6000;Luzern 2;Luzern 2 Universität;LU;1;;3202;2009-11-01;600060;;;
1;9061;662;20;3206;1;3206;Ferenbalm;Ferenbalm;BE;1;;1867;2009-12-01;320500;J;;
1;9065;4289;80;4800;48;4800;Zofingen B&V GK;Zofingen B&V GK;AG;1;2;7198;2009-12-01;480060;;;
1;9070;1341;80;8852;48;8852;Altendorf B&V GK 2;Altendorf B&V GK 2;SZ;1;2;7701;2009-12-01;880860;;;
1;9079;6741;20;2360;0;2360;Le Bémont JU;Le Bémont JU;JU;2;;9046;2010-01-01;234060;J;;
1;9081;6751;20;2362;2;2362;Montfavergier;Montfavergier;JU;2;;9046;2010-01-01;234060;J;;
1;9082;6745;20;2363;0;2363;Les Enfers;Les Enfers;JU;2;;9046;2010-01-01;234060;J;;
1;9083;6758;10;2364;0;2364;St-Brais;St-Brais;JU;2;;9046;2010-01-01;234060;J;;
1;9093;6212;80;1905;76;1905;Dorénaz PA;Dorénaz PostAuto AG Schweiz;VS;2;;5637;2010-03-01;192060;;;
1;9111;3315;20;8723;2;8723;Maseltrangen;Maseltrangen;SG;1;;5100;2010-07-01;886700;J;;
1;9213;5482;80;1300;68;1300;Eclépens CC AP;Eclépens CC AP;VD;2;;8462;2011-03-01;130050;;;
1;9214;6024;20;1997;2;1997;Sornard (Nendaz);Sornard (Nendaz);VS;2;;1237;2011-03-01;199700;J;;
1;9229;1040;80;6023;70;6023;Rothenburg DIST BA;Rothenburg DIST BA;LU;1;;9229;2011-05-01;602370;;;
1;9236;247;80;8010;57;8010;Zürich Briefklinik;Zürich BZ Briefklinik;ZH;1;;6455;2011-09-01;801050;;;
1;9256;2763;80;4144;80;4144;Arlesheim Hub;Arlesheim Postlogistics Hub;BL;1;;7184;2012-01-01;415360;;;
1;9261;6621;80;1200;30;1200;Genève Les Acacias;Genève Les Acacias;GE;2;;7162;2012-03-01;122760;;;
1;9285;4683;20;8574;3;8574;Lengwil;Lengwil;TG;1;;4934;2012-08-01;859500;J;;
1;9290;5003;80;6590;68;6590;Cadenazzo CLL AP;Cadenazzo CLL AP;TI;3;;8469;2012-09-01;659050;;;
1;9294;90;20;8155;1;8155;Nassenwil;Nassenwil;ZH;1;;7229;2012-10-01;815760;J;;
1;9297;5873;20;1345;1;1345;Le Séchey;Le Séchey;VD;2;;8219;2013-01-01;134760;J;;
